focal_entity,candidate_entity,label,description_of_focal_entity,description_of_candidate_entity,smile_feature_of_focal_entity,smile_feature_of_candidate_entity
Olaparib,Sulfamethoxazole,False,"Olaparib is a selective and potent inhibitor of poly (ADP-ribose) polymerase (PARP) enzymes, PARP1 and PARP2.[L41100, L40908, L43792] PARP inhibitors represent a novel class of anti-cancer therapy and they work by taking advantage of a defect in DNA repair in cancer cells with BRCA mutations and inducing cell death.[A246015] ;;;;","Sulfamethoxazole is a bacteriostatic sulfonamide antibiotic that interferes with folic acid synthesis in susceptible bacteria.[L11830] It is generally given in combination with [trimethoprim], which inhibits a sequential step in bacterial folic acid synthesis - these agents work synergistically to block two consecutive steps in the biosynthesis of nucleic acids and proteins which are necessary for bacterial growth and division, and using them in conjunction helps to slow the development of bacterial resistance.[L11830] In this combination, sulfamethoxazole is useful for the treatment of a variety of bacterial infections, including those of the urinary, respiratory, and gastrointestinal tracts.;;;;",FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
Estradiol,Prazosin,False,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] ;;;;","Prazosin, also known as _Minipress_, is a drug used to treat hypertension.  Prazosin is marketed by _Pfizer_ and was initially approved by the FDA in 1988 [L5828].  It belongs to the class of drugs known as alpha-1 antagonists [FDA label], [A176630].  ;;;;",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
Carbetocin,Nateglinide,False,"Carbetocin is a drug used to control postpartum hemorrhage, bleeding after giving birth. It is an analogue of oxytocin, and its action is similar to that of oxytocin -- it causes contraction of the uterus.;;;;","Nateglinide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It belongs to the meglitinide class of short-acting insulin secretagogues, which act by binding to β cells of the pancreas to stimulate insulin release. Nateglinide is an amino acid derivative that induces an early insulin response to meals decreasing postprandial blood glucose levels. It should only be taken with meals and meal-time doses should be skipped with any skipped meal. Approximately one month of therapy is required before a decrease in fasting blood glucose is seen. Meglitnides may have a neutral effect on weight or cause a slight increase in weight. The average weight gain caused by meglitinides appears to be lower than that caused by sulfonylureas and insulin and appears to occur only in those naïve to oral antidiabetic agents. Due to their mechanism of action, meglitinides may cause hypoglycemia although the risk is thought to be lower than that of sulfonylureas since their action is dependent on the presence of glucose. In addition to reducing postprandial and fasting blood glucose, meglitnides have been shown to decrease glycosylated hemoglobin (HbA1c) levels, which are reflective of the last 8-10 weeks of glucose control. Meglitinides appear to be more effective at lowering postprandial blood glucose than metformin, sulfonylureas and thiazolidinediones. Nateglinide is extensively metabolized in the liver and excreted in urine (83%) and feces (10%). The major metabolites possess less activity than the parent compound. One minor metabolite, the isoprene, has the same potency as its parent compound.;;;;",[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
Cefmenoxime,Chlorpropamide,False,Cefmenoxime is a novel broad-spectrum and third-generation cephalosporin antibiotic that is typically used in the treatment of female gynecologic and obstetric infections. It is reported to exhibit high activity against a wide variety of gram-positive and gram-negative bacteria.;;;;,"Chlorpropamide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating β cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic β cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Chlorpropamide is not recommended for the treatment of NIDDM as it increases blood pressure and the risk of retinopathy (UKPDS-33). Up to 80% of the single oral dose of chlorpropramide is metabolized, likely in the liver; 80-90% of the dose is excreted in urine as unchanged drug and metabolites. Renal and hepatic dysfunction may increase the risk of hypoglycemia.;;;",[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
Ranitidine,Valaciclovir,False,"Ranitidine is a commonly used drug, classified as a histamine H2-receptor antagonist, and belongs to the same drug class as [cimetidine] and [famotidine]. This drug helps to prevent and treat gastric-acid associated conditions, including ulcers, because of its ability to decrease gastric acid secretion.[A176759,L10818] Ranitidine is often referred to as Zantac, and is available in various forms, including tablet, injection, and effervescent tablet preparations.[L10818,F4253];;;;","Valaciclovir (valacyclovir), also known as _Valtrex_, is an antiviral drug that has been used to manage and treat various herpes infections for more than 2 decades.  It was initially approved by the FDA in 1995 [FDA label] and marketed by GlaxoSmithKline [L5671]. Valacyclovir is the L-valine ester of aciclovir. It is a member of the purine (guanine) nucleoside analog drug class [F3949].  This class of drugs forms an important part of hepatitis, HIV, and cytomegalovirus drug regimens [A175900].;;;;",CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O
Donepezil,Zinc sulfate,False,"In 2016, the global burden of dementia was estimated to be 43.8 million, demonstrating a significant increase from a global prevalence of 20.2 million in 1990.[A182411] Donepezil, also known as Aricept, is a piperidine derivative acetylcholinesterase inhibitor used in the management of the dementia of Alzheimer's Disease, and in some cases, is used to manage other types of dementia. ;;;;","Zinc sulfate is the inorganic compound with the formula ZnSO4 and historically known as ""white vitriol"". It is on the World Health Organization's List of Essential Medicines, a list of the most important medication needed in a basic health system.;;;;",COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,[Zn++].[O-]S([O-])(=O)=O
Paliperidone,Luliconazole,False,"Paliperidone is the primary active metabolite of risperidone. The mechanism of action is unknown but it is likely to act via a similar pathway to risperidone. It has been proposed that the drug's therapeutic activity in schizophrenia is mediated through a combination of central dopamine Type 2 (D2) and serotonin Type 2 (5HT2A) receptor antagonism. Paliperidone is also active as an antagonist at alpha 1 and alpha 2 adrenergic receptors and H1 histaminergic receptors, which may explain some of the other effects of the drug. Paliperidone was approved by the FDA for treatment of schizophrenia on December 20, 2006. It is available as an extended-release tablet, a once-monthly intramuscular injection, an every-three-month intramuscular injection, and a twice-yearly gluteal injection.[L16168,L37744,L4137,L37749];;;;",Luliconazole is a topical antifungal agent that acts by unknown mechanisms but is postulated to involve altering the synthesis of fungi cell membranes. It was approved by the FDA (USA) in November 2013 and is marketed under the brand name Luzu. Luliconazole is also approved in Japan.;;;;,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1
Asenapine,Apremilast,False,"Developed by Schering-Plough after its merger with Organon International, asenapine is a sublingually administered, atypical antipsychotic for treatment of schizophrenia and acute mania associated with bipolar disorder. Asenapine also belongs to the dibenzo-oxepino pyrrole class. It is also for severe post-traumatic stress disorder nightmares in soldiers as an off-label use. FDA approved on August 13, 2009.;;;;","Apremilast, also known as Otezla, is a phosphodiesterase 4 (PDE4) inhibitor used to treat various types of symptoms resulting from certain inflammatory autoimmune diseases. It belongs to the same drug class as [Roflumilast] and [Crisaborole].[A181244,L7495] Initially approved in 2014, it is marketed by Celgene.[L7501] In July 2019, apremilast was granted a new FDA approval for the treatment of oral ulcers associated with Behcet's disease, an autoimmune condition that causes recurrent skin, blood vessel, and central nervous system inflammation.[A181216];;;;",CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O
Ferric pyrophosphate,Ranitidine,False,Ferric pyrophosphate is an iron replacement product. Free iron presents several side effects as it can catalyze free radical formation and lipid peroxidation as well as the presence of interactions of iron in plasma. The ferric ion is strongly complexed by pyrophosphate.[A31979] It presents an increasing interest as this insoluble form can be milder in the gastrointestinal tract and present higher bioavailability.[L1433];;;;,"Ranitidine is a commonly used drug, classified as a histamine H2-receptor antagonist, and belongs to the same drug class as [cimetidine] and [famotidine]. This drug helps to prevent and treat gastric-acid associated conditions, including ulcers, because of its ability to decrease gastric acid secretion.[A176759,L10818] Ranitidine is often referred to as Zantac, and is available in various forms, including tablet, injection, and effervescent tablet preparations.[L10818,F4253];;;;",[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
Vancomycin,Tofacitinib,False,Antibacterial obtained from Streptomyces orientalis. It is a glycopeptide related to ristocetin that inhibits bacterial cell wall assembly and is toxic to kidneys and the inner ear.;;;;,"Tofacitinib is an inhibitor of Janus kinases, a group of intracellular enzymes involved in signalling pathways that affect hematopoiesis and immune cell function. It is approved by the FDA for treatment of moderate to severe rheumatoid arthritis that responds inadequately to methotrexate or in those who are intolerant to methotrexate. ;;;;",CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N
Ketorolac,Brexpiprazole,False,"Ketorolac is a Non-steroidal anti-inflammatory drug (NSAID) and is commercially available as an oral tablet, injectable, nasal spray and as an ophthalmic solution.[L6358][L6508][L11055][L3674][L11070] ;;;;","Brexpiprazole is a novel D2 dopamine and serotonin 1A partial agonist, called serotonin-dopamine activity modulator (SDAM), and a potent antagonist of serotonin 2A receptors, noradrenergic alpha 1B and 2C receptors. Brexpiprazole is approved for the treatment of schizophrenia, and as an adjunctive treatment for major depressive disorder (MDD). Although it failed Phase II clinical trials for ADHD, it has been designed to provide improved efficacy and tolerability (e.g., less akathisia, restlessness and/or insomnia) over established adjunctive treatments for major depressive disorder (MDD).;;;;",OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1
Cromoglicic acid,Sulfamethoxazole,False,"A chromone complex that acts by inhibiting the release of chemical mediators from sensitized mast cells. It is used in the prophylactic treatment of both allergic and exercise-induced asthma, but does not affect an established asthmatic attack.;;;;","Sulfamethoxazole is a bacteriostatic sulfonamide antibiotic that interferes with folic acid synthesis in susceptible bacteria.[L11830] It is generally given in combination with [trimethoprim], which inhibits a sequential step in bacterial folic acid synthesis - these agents work synergistically to block two consecutive steps in the biosynthesis of nucleic acids and proteins which are necessary for bacterial growth and division, and using them in conjunction helps to slow the development of bacterial resistance.[L11830] In this combination, sulfamethoxazole is useful for the treatment of a variety of bacterial infections, including those of the urinary, respiratory, and gastrointestinal tracts.;;;;",OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
Zonisamide,Morphine,False,"Zonisamide is a sulfonamide anticonvulsant used as an adjunctive therapy in adults with partial-onset seizures.[L42530,L42535]  Zonisamide may act by blocking repetitive firing of voltage-gated sodium channels, leading to a reduction of T-type calcium channel currents or by binding allosterically to GABA receptors. This latter action may inhibit the uptake of the inhibitory neurotransmitter GABA while enhancing the uptake of the excitatory neurotransmitter glutamate.[L42530,L42535] Zonisamide represents an alternative for patients that remain refractory to established antiepileptic drugs. In 1989, it was approved for commercial use in Japan. The US and Europe approved it in 2000 and 2005, respectively.[A1379,A1383];;;;","Morphine, the main alkaloid of opium, was first obtained from poppy seeds in 1805.[A176035] It is a potent analgesic, though its use is limited due to tolerance, withdrawal, and the risk of abuse.[A176050] Morphine is still routinely used today, though there are a number of semi-synthetic opioids of varying strength such as [codeine], [fentanyl], [methadone], [hydrocodone], [hydromorphone], [meperidine], and [oxycodone].;;;;",NS(=O)(=O)CC1=NOC2=CC=CC=C12,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
